pb_file,node_name,op_type,dtype,output_shapes,device,input_count,inputs,attr_keys
meta_graph_2_frozen.pb,Q2xTIjR7vS,MatMul,DT_FLOAT,,,2,87EPjdvTB2|P0BtLnCxf6,T|grad_a|grad_b|transpose_a|transpose_b
meta_graph_2_frozen.pb,gVAyeJWNI2,BiasAdd,DT_FLOAT,,,2,Q2xTIjR7vS|cMOfzKeNHk,T|data_format
meta_graph_2_frozen.pb,hqsZNSkTi5,Relu,DT_FLOAT,,,1,gVAyeJWNI2,T
meta_graph_2_frozen.pb,TrcPy1EDgj,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,gYJGvU6V7s,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,fhQjm4bS3Z,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,MiUBGw9xQz,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,WElNPO0Xuc,Const,DT_INT32,,/device:CPU:0,0,,dtype|value
meta_graph_2_frozen.pb,rlf7gc2Ii5,ConcatV2,DT_FLOAT,,/device:CPU:0,5,TrcPy1EDgj|gYJGvU6V7s|fhQjm4bS3Z|MiUBGw9xQz|WElNPO0Xuc,N|T|Tidx
meta_graph_2_frozen.pb,XzceJfMoLB,Const,DT_INT32,,,0,,dtype|value
meta_graph_2_frozen.pb,nlqJOFrYbw,Reshape,DT_FLOAT,,,2,rlf7gc2Ii5|XzceJfMoLB,T|Tshape
meta_graph_2_frozen.pb,OsdVZRTeWf,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,0jWowhXyia,Const,DT_INT32,,,0,,dtype|value
meta_graph_2_frozen.pb,gAwhYaUfXo,Reshape,DT_FLOAT,,,2,OsdVZRTeWf|0jWowhXyia,T|Tshape
meta_graph_2_frozen.pb,hzYXWBmLRJ,MatMul,DT_FLOAT,,,2,hqsZNSkTi5|nlqJOFrYbw,T|grad_a|grad_b|transpose_a|transpose_b
meta_graph_2_frozen.pb,3GFKNxiVzX,BiasAdd,DT_FLOAT,,,2,hzYXWBmLRJ|gAwhYaUfXo,T|data_format
meta_graph_2_frozen.pb,Uz4OVNjgrW,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,vfpUxERF4c,Const,DT_INT32,,,0,,dtype|value
meta_graph_2_frozen.pb,CGdFayDfA6,Reshape,DT_FLOAT,,,2,Uz4OVNjgrW|vfpUxERF4c,T|Tshape
meta_graph_2_frozen.pb,ykjD76lqR0,Add,DT_FLOAT,,,2,CGdFayDfA6|3GFKNxiVzX,T
meta_graph_2_frozen.pb,FilbBDkIej,Placeholder,DT_FLOAT,,,0,,dtype|shape
meta_graph_2_frozen.pb,mWXVPis17I,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,XRMcswqo8y,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,Iyh3SO6oUA,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,pA0fqGEaJm,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,skIEFdo4an,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,vynlt7MDZz,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,iOnQGm2fE1,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,omnc5KHIde,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,gFs9Z3cNqH,Const,DT_INT32,,/device:CPU:0,0,,dtype|value
meta_graph_2_frozen.pb,XAVFnar8ke,ConcatV2,DT_FLOAT,,/device:CPU:0,9,mWXVPis17I|XRMcswqo8y|Iyh3SO6oUA|pA0fqGEaJm|skIEFdo4an|vynlt7MDZz|iOnQGm2fE1|omnc5KHIde|gFs9Z3cNqH,N|T|Tidx
meta_graph_2_frozen.pb,oB14PDqOxL,Const,DT_INT32,,,0,,dtype|value
meta_graph_2_frozen.pb,0nfpJFmi4D,Reshape,DT_FLOAT,,,2,XAVFnar8ke|oB14PDqOxL,T|Tshape
meta_graph_2_frozen.pb,B2gWSeViDX,Const,DT_FLOAT,,,0,,dtype|value
meta_graph_2_frozen.pb,Y7jg04IeRt,Const,DT_INT32,,,0,,dtype|value
meta_graph_2_frozen.pb,yV31KxprL2,Reshape,DT_FLOAT,,,2,B2gWSeViDX|Y7jg04IeRt,T|Tshape
meta_graph_2_frozen.pb,nYev1Jw4Er,MatMul,DT_FLOAT,,,2,FilbBDkIej|0nfpJFmi4D,T|grad_a|grad_b|transpose_a|transpose_b
meta_graph_2_frozen.pb,RT1tZ45Q3I,BiasAdd,DT_FLOAT,,,2,nYev1Jw4Er|yV31KxprL2,T|data_format
meta_graph_2_frozen.pb,jULHNkZX04,Relu,DT_FLOAT,,,1,RT1tZ45Q3I,T
