Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.0,4608,4,1152.0,1152.0,1120,1184,26.1,Log1p_GPU_DT_FLOAT_DT_FLOAT_kernel
0.0,3680,1,3680.0,3680.0,3680,3680,0.0,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)2, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorPaddingOp<const Eigen::array<Eigen::IndexPair<int>, (unsigned long)2>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)2, (int)1, int>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, int>(T1, T2)"
0.0,3328,1,3328.0,3328.0,3328,3328,0.0,ampere_sgemm_32x32_sliced1x4_nn
0.0,3328,1,3328.0,3328.0,3328,3328,0.0,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParams<cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
0.0,2752,2,1376.0,1376.0,1280,1472,135.8,Greater_GPU_DT_FLOAT_DT_BOOL_kernel
0.0,2432,2,1216.0,1216.0,1184,1248,45.3,BitwiseAnd_GPU_DT_INT32_DT_INT32_kernel
0.0,2400,2,1200.0,1200.0,1184,1216,22.6,GreaterEqual_GPU_DT_FLOAT_DT_BOOL_kernel
0.0,2400,2,1200.0,1200.0,1120,1280,113.1,"void flip_filter<float, float>(T2 *, const T1 *, int, int, int, int)"
0.0,1952,1,1952.0,1952.0,1952,1952,0.0,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParams<cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
0.0,1632,1,1632.0,1632.0,1632,1632,0.0,BitwiseAnd_GPU_DT_INT64_DT_INT64_kernel
0.0,1632,1,1632.0,1632.0,1632,1632,0.0,"void tensorflow::functor::BlockReduceKernel<float *, tensorflow::TransformOutputIterator<float, float, tensorflow::functor::DividesBy<float, float>, long>, (int)256, tensorflow::functor::Sum<float>>(T1, T2, int, T4, std::iterator_traits<T1>::value_type)"
0.0,1472,1,1472.0,1472.0,1472,1472,0.0,"void tensorflow::functor::BlockReduceKernel<float *, float *, (int)256, tensorflow::functor::Prod<float>>(T1, T2, int, T4, std::iterator_traits<T1>::value_type)"
0.0,1440,1,1440.0,1440.0,1440,1440,0.0,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorSelectOp<const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_cmp_op<const float, const float, (Eigen::internal::ComparisonName)5>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<const float>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorSelectOp<const Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_cmp_op<const float, const float, (Eigen::internal::ComparisonName)1>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<const float>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>>, const Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_exp_op<const float>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>, const Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_log1p_op<float>, const Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_exp_op<const float>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, long>, (int)16, Eigen::MakePointer>>>>>>, Eigen::GpuDevice>, long>(T1, T2)"
0.0,1344,1,1344.0,1344.0,1344,1344,0.0,Cast_GPU_DT_INT64_DT_FLOAT_kernel
0.0,1312,1,1312.0,1312.0,1312,1312,0.0,Greater_GPU_DT_INT64_DT_BOOL_kernel
0.0,1312,1,1312.0,1312.0,1312,1312,0.0,Minimum_GPU_DT_FLOAT_DT_FLOAT_kernel
0.0,1280,1,1280.0,1280.0,1280,1280,0.0,Maximum_GPU_DT_FLOAT_DT_FLOAT_kernel
0.0,1152,1,1152.0,1152.0,1152,1152,0.0,"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<const Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>, const Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_round_half_to_even_op<float, (bool)0, (bool)0>, const Eigen::TensorMap<Eigen::Tensor<const float, (int)1, (int)1, int>, (int)16, Eigen::MakePointer>>>, Eigen::GpuDevice>, int>(T1, T2)"
0.0,1088,1,1088.0,1088.0,1088,1088,0.0,Abs_GPU_DT_FLOAT_DT_FLOAT_kernel
0.0,1088,1,1088.0,1088.0,1088,1088,0.0,Cast_GPU_DT_FLOAT_DT_INT32_kernel
